,COPx[cm]
3619,2.346886
3620,2.349804
3621,2.351844
3622,2.352886
3623,2.352641
3624,2.350729
3625,2.34679
3626,2.340585
3627,2.332064
3628,2.321399
3629,2.308984
3630,2.295382
3631,2.281249
3632,2.267213
3633,2.253746
3634,2.241047
3635,2.228985
3636,2.217158
3637,2.205033
3638,2.192134
3639,2.178189
3640,2.163178
3641,2.147274
3642,2.130701
3643,2.113601
3644,2.095962
3645,2.077618
3646,2.058301
3647,2.03774
3648,2.01577
3649,1.992427
3650,1.967968
3651,1.942801
3652,1.917344
3653,1.891872
3654,1.866464
3655,1.841076
3656,1.815748
3657,1.790831
3658,1.76714
3659,1.745904
3660,1.728519
3661,1.716143
3662,1.709307
3663,1.707728
3664,1.710422
3665,1.716083
3666,1.723569
3667,1.732287
3668,1.742321
3669,1.75429
3670,1.769024
3671,1.787218
3672,1.809233
3673,1.835086
3674,1.864561
3675,1.8973
3676,1.932803
3677,1.970366
3678,2.009035
3679,2.047655
3680,2.085027
3681,2.120133
3682,2.152351
3683,2.181557
3684,2.208081
3685,2.232509
3686,2.255422
3687,2.277165
3688,2.297732
3689,2.316822
3690,2.334036
3691,2.349144
3692,2.362286
3693,2.37401
3694,2.385123
3695,2.39642
3696,2.408401
3697,2.421099
3698,2.434085
3699,2.446606
3700,2.457814
3701,2.466974
3702,2.473611
3703,2.477558
3704,2.478926
3705,2.478042
3706,2.475415
3707,2.471718
3708,2.467746
3709,2.464303
3710,2.462039
3711,2.461296
3712,2.462028
3713,2.463812
3714,2.465938
3715,2.467568
3716,2.467912
3717,2.466377
3718,2.462648
3719,2.456677
3720,2.448613
3721,2.438714
3722,2.42726
3723,2.414493
3724,2.400561
3725,2.385504
3726,2.36928
3727,2.351816
3728,2.333035
3729,2.312845
3730,2.291098
3731,2.267566
3732,2.241936
3733,2.213849
3734,2.182993
3735,2.149221
3736,2.112656
3737,2.073714
3738,2.033049
3739,1.99145
3740,1.949758
3741,1.908802
3742,1.869337
3743,1.831985
3744,1.797186
3745,1.765201
3746,1.736166
3747,1.710178
3748,1.687365
3749,1.667927
3750,1.652137
3751,1.640311
3752,1.632736
3753,1.629584
3754,1.630817
3755,1.636112
3756,1.64483
3757,1.656006
3758,1.668395
3759,1.680553
3760,1.690968
3761,1.698249
3762,1.701343
3763,1.699747
3764,1.693631
3765,1.683819
3766,1.671617
3767,1.658528
3768,1.645977
3769,1.63507
3770,1.626448
3771,1.620207
3772,1.615922
3773,1.612786
3774,1.609854
3775,1.606317
3776,1.601701
3777,1.595961
3778,1.589469
3779,1.582931
3780,1.577253
3781,1.573353
3782,1.571971
3783,1.573477
3784,1.577757
3785,1.584214
3786,1.591884
3787,1.599664
3788,1.606552
3789,1.611819
3790,1.615064
3791,1.61617
3792,1.615218
3793,1.612434
3794,1.60816
3795,1.602855
3796,1.597073
3797,1.591427
3798,1.586531
3799,1.582969
3800,1.581258
3801,1.581823
3802,1.584957
3803,1.590797
3804,1.599341
3805,1.610541
3806,1.62441
3807,1.641109
3808,1.660946
3809,1.684286
3810,1.711394
3811,1.742262
3812,1.776483
3813,1.813239
3814,1.851415
3815,1.889809
3816,1.927357
3817,1.963289
3818,1.997195
3819,2.029014
3820,2.058947
3821,2.087311
3822,2.114369
3823,2.140202
3824,2.164648
3825,2.187324
3826,2.207725
3827,2.225367
3828,2.239941
3829,2.251416
3830,2.260058
3831,2.266333
3832,2.27075
3833,2.273687
3834,2.275286
3835,2.27544
3836,2.273864
3837,2.270211
3838,2.264183
3839,2.255627
3840,2.244592
3841,2.231341
3842,2.216294
3843,2.199935
3844,2.182698
3845,2.164889
3846,2.146648
3847,2.127965
3848,2.108718
3849,2.088707
3850,2.067651
3851,2.045191
3852,2.020931
3853,1.994553
3854,1.965982
3855,1.935521
3856,1.903898
3857,1.872163
3858,1.841476
3859,1.812871
3860,1.787077
3861,1.764442
3862,1.744948
3863,1.728294
3864,1.714001
3865,1.701522
3866,1.690342
3867,1.680042
3868,1.67032
3869,1.660973
3870,1.651864
3871,1.642892
3872,1.633984
3873,1.625088
3874,1.616133
3875,1.606965
3876,1.597301
3877,1.586742
3878,1.574884
3879,1.561491
3880,1.546624
3881,1.530691
3882,1.514386
3883,1.498567
3884,1.484138
3885,1.471946
3886,1.462694
3887,1.456883
3888,1.454775
3889,1.456395
3890,1.46155
3891,1.469829
3892,1.480604
3893,1.493035
3894,1.506139
3895,1.518906
3896,1.530417
3897,1.539938
3898,1.546994
3899,1.551444
3900,1.553572
3901,1.55416
3902,1.554465
3903,1.55606
3904,1.560535
3905,1.569141
3906,1.582534
3907,1.60072
3908,1.623242
3909,1.649484
3910,1.67895
3911,1.711373
3912,1.746633
3913,1.784559
3914,1.824747
3915,1.866496
3916,1.908902
3917,1.951037
3918,1.992142
3919,2.031737
3920,2.069626
3921,2.105811
3922,2.140348
3923,2.17325
3924,2.204466
3925,2.233956
3926,2.261793
3927,2.288223
3928,2.313619
3929,2.338358
3930,2.362655
3931,2.386427
3932,2.409238
3933,2.430349
3934,2.448877
3935,2.464006
3936,2.475199
3937,2.482356
3938,2.485857
3939,2.486486
3940,2.485236
3941,2.483064
3942,2.480665
3943,2.478354
3944,2.476047
3945,2.473342
3946,2.469651
3947,2.464368
3948,2.45703
3949,2.447449
3950,2.435741
3951,2.422238
3952,2.407302
3953,2.391151
3954,2.373768
3955,2.354949
3956,2.334422
3957,2.311977
3958,2.287562
3959,2.261302
3960,2.233473
3961,2.204458
3962,2.174706
3963,2.144716
3964,2.115025
3965,2.086184
3966,2.058689
3967,2.032906
3968,2.009004
3969,1.986924
3970,1.9664
3971,1.947019
3972,1.928299
3973,1.909769
3974,1.891057
3975,1.871985
3976,1.852646
3977,1.833407
3978,1.814789
3979,1.797265
3980,1.78107
3981,1.766132
3982,1.752148
3983,1.738751
3984,1.725687
3985,1.712929
3986,1.700707
3987,1.689463
3988,1.679722
3989,1.671907
3990,1.666175
3991,1.662344
3992,1.659948
3993,1.65838
3994,1.65709
3995,1.655764
3996,1.654451
3997,1.653568
3998,1.653801
3999,1.655931
4000,1.660667
4001,1.668556
4002,1.679974
4003,1.69515
4004,1.714158
4005,1.736875
4006,1.762924
4007,1.79164
4008,1.822108
4009,1.853266
4010,1.88405
4011,1.913532
4012,1.941
4013,1.965983
4014,1.988246
4015,2.007794
4016,2.02489
4017,2.040053
4018,2.054006
4019,2.067574
4020,2.081545
4021,2.096524
4022,2.112797
4023,2.130238
4024,2.148305
4025,2.166137
4026,2.182746
4027,2.197208
4028,2.208806
4029,2.217096
4030,2.221931
4031,2.223457
4032,2.222105
4033,2.218533
4034,2.213533
4035,2.207903
4036,2.202307
4037,2.197164
4038,2.192557
4039,2.188219
4040,2.183586
4041,2.177923
4042,2.170501
4043,2.160794
4044,2.148616
4045,2.134171
4046,2.118002
4047,2.100868
4048,2.083603
4049,2.066949
4050,2.051419
4051,2.037197
4052,2.024138
4053,2.011848
4054,1.999805
4055,1.987482
4056,1.974448
4057,1.960452
4058,1.945482
4059,1.929776
4060,1.913766
4061,1.897954
4062,1.882773
4063,1.868476
4064,1.855106
4065,1.842546
4066,1.830611
4067,1.819128
4068,1.807958
4069,1.796958
4070,1.785959
4071,1.774767
4072,1.763227
4073,1.751259
4074,1.738853
4075,1.72601
4076,1.712693
4077,1.698815
4078,1.68428
4079,1.669055
4080,1.653231
4081,1.637038
4082,1.620805
4083,1.604881
4084,1.58956
4085,1.575053
4086,1.561495
4087,1.548964
4088,1.537507
4089,1.527146
4090,1.517869
4091,1.509613
4092,1.502253
4093,1.495625
4094,1.489591
4095,1.484141
4096,1.479481
4097,1.476067
4098,1.474533
4099,1.475496
4100,1.479319
4101,1.485907
4102,1.494634
4103,1.504451
4104,1.514101
4105,1.522379
4106,1.528345
4107,1.531465
4108,1.531689
4109,1.529469
4110,1.5257
4111,1.521599
4112,1.518515
4113,1.51773
4114,1.520262
4115,1.526707
4116,1.537161
4117,1.551257
4118,1.568314
4119,1.587534
4120,1.608169
4121,1.629622
4122,1.65151
4123,1.673714
4124,1.69644
4125,1.7202
4126,1.745713
4127,1.773687
4128,1.804569
4129,1.838327
4130,1.874363
4131,1.911579
4132,1.948611
4133,1.984134
4134,2.017159
4135,2.04722
4136,2.074422
4137,2.099328
4138,2.122742
4139,2.145447
4140,2.167973
4141,2.190455
4142,2.212599
4143,2.233753
4144,2.253057
4145,2.26962
4146,2.28268
4147,2.291722
4148,2.296544
4149,2.297272
4150,2.294308
4151,2.288231
4152,2.279681
4153,2.269222
4154,2.257247
4155,2.243928
4156,2.229237
4157,2.213038
4158,2.195203
4159,2.175744
4160,2.154913
4161,2.133273
4162,2.1117
4163,2.091303
4164,2.073252
4165,2.05855
4166,2.047807
4167,2.0411
4168,2.037957
4169,2.037435
4170,2.038254
4171,2.038972
4172,2.038175
4173,2.034676
4174,2.027668
4175,2.016801
4176,2.002129
4177,1.98398
4178,1.962792
4179,1.939008
4180,1.913069
4181,1.885428
4182,1.856547
4183,1.826847
4184,1.796639
4185,1.766109
4186,1.735364
4187,1.704533
4188,1.673891
4189,1.643968
4190,1.615573
4191,1.589704
4192,1.567362
4193,1.549322
4194,1.535932
4195,1.527013
4196,1.52188
4197,1.519512
4198,1.518804
4199,1.518828
4200,1.518997
4201,1.519066
4202,1.518969
4203,1.518566
4204,1.51745
4205,1.514916
4206,1.510166
4207,1.502641
4208,1.492325
4209,1.479861
4210,1.466404
4211,1.453256
4212,1.441436
4213,1.431327
4214,1.422527
4215,1.413938
4216,1.404059
4217,1.391375
4218,1.374711
4219,1.353471
4220,1.327695
4221,1.297969
4222,1.265224
4223,1.230524
4224,1.1949
4225,1.15927
4226,1.124439
4227,1.091179
4228,1.060353
4229,1.033025
4230,1.010484
4231,0.994115
4232,0.985122
4233,0.984209
4234,0.991345
4235,1.005692
4236,1.025723
4237,1.049488
4238,1.074954
4239,1.100328
4240,1.124297
4241,1.146118
4242,1.165582
4243,1.182896
4244,1.198528
4245,1.21304
4246,1.226919
4247,1.240431
4248,1.253529
4249,1.265862
4250,1.276904
4251,1.286154
4252,1.293373
4253,1.298756
4254,1.30298
4255,1.307081
4256,1.31221
4257,1.319372
4258,1.32924
4259,1.3421
4260,1.357911
4261,1.376406
4262,1.397189
4263,1.419771
4264,1.443589
4265,1.468028
4266,1.4925
4267,1.516537
4268,1.539867
4269,1.562417
4270,1.584269
4271,1.605594
4272,1.626613
4273,1.647565
4274,1.668684
4275,1.690153
4276,1.71207
4277,1.734423
4278,1.757115
4279,1.779989
4280,1.802846
4281,1.825426
4282,1.847393
4283,1.868369
4284,1.888047
4285,1.906327
4286,1.923423
4287,1.939879
4288,1.956478
4289,1.97409
4290,1.993489
4291,2.015192
4292,2.039351
4293,2.06574
4294,2.093816
4295,2.122865
4296,2.15216
4297,2.181098
4298,2.209258
4299,2.236389
4300,2.262329
4301,2.286941
4302,2.310055
4303,2.331468
4304,2.350977
4305,2.368442
4306,2.383842
4307,2.397299
4308,2.409068
4309,2.4195
4310,2.428976
4311,2.437833
4312,2.446288
4313,2.454412
4314,2.46215
4315,2.469391
4316,2.476038
4317,2.482027
4318,2.487281
4319,2.491636
4320,2.494795
4321,2.49634
4322,2.495796
4323,2.492735
4324,2.486895
4325,2.478266
4326,2.467093
4327,2.453782
4328,2.43874
4329,2.422231
4330,2.404318
4331,2.384907
4332,2.363864
4333,2.341117
4334,2.316709
4335,2.290766
4336,2.263377
4337,2.234462
4338,2.203695
4339,2.170574
4340,2.134613
4341,2.095622
4342,2.053941
4343,2.010591
4344,1.967241
4345,1.925991
4346,1.888998
4347,1.858033
4348,1.834122
4349,1.817375
4350,1.807027
4351,1.80166
4352,1.799515
4353,1.798846
4354,1.798209
4355,1.796648
4356,1.793728
4357,1.789437
4358,1.784031
4359,1.777872
4360,1.771302
4361,1.764547
4362,1.757661
4363,1.750521
4364,1.742894
4365,1.734532
4366,1.725265
4367,1.71506
4368,1.704049
4369,1.692561
4370,1.681139
4371,1.670533
4372,1.661627
4373,1.655276
4374,1.652126
4375,1.652442
4376,1.656044
4377,1.662329
4378,1.670385
4379,1.679145
4380,1.687551
4381,1.694712
4382,1.700073
4383,1.703545
4384,1.705568
4385,1.707038
4386,1.709119
4387,1.712981
4388,1.719561
4389,1.729384
4390,1.742499
4391,1.758515
4392,1.776744
4393,1.796385
4394,1.816716
4395,1.837226
4396,1.857639
4397,1.877834
4398,1.897688
4399,1.916954
4400,1.935252
4401,1.952179
4402,1.967495
4403,1.981298
4404,1.994079
4405,2.00664
4406,2.019859
4407,2.034437
4408,2.05072
4409,2.068701
4410,2.088143
4411,2.108752
4412,2.130315
4413,2.152752
4414,2.176077
4415,2.200292
4416,2.225263
4417,2.250664
4418,2.27605
4419,2.301022
4420,2.325397
4421,2.349265
4422,2.372912
4423,2.396635
4424,2.42058
4425,2.444662
4426,2.468606
4427,2.492045
4428,2.514595
4429,2.53589
4430,2.555574
4431,2.573293
4432,2.588708
4433,2.601563
4434,2.611758
4435,2.619424
4436,2.624954
4437,2.628977
4438,2.632238
4439,2.635416
4440,2.638925
4441,2.642796
4442,2.64666
4443,2.649849
4444,2.651553
4445,2.651011
4446,2.647705
4447,2.641492
4448,2.632625
4449,2.621639
4450,2.609148
4451,2.595642
4452,2.581384
4453,2.56641
4454,2.55061
4455,2.533844
4456,2.516041
4457,2.497268
4458,2.477741
4459,2.457793
4460,2.43782
4461,2.41822
4462,2.399335
4463,2.381421
4464,2.364633
4465,2.349021
4466,2.334533
4467,2.321018
4468,2.308205
4469,2.295696
4470,2.28299
4471,2.269557
4472,2.254943
4473,2.238893
4474,2.221435
4475,2.202927
4476,2.184012
4477,2.165471
4478,2.148025
4479,2.13213
4480,2.117845
4481,2.104801
4482,2.092294
4483,2.079493
4484,2.06572
4485,2.050702
4486,2.034697
4487,2.018399
4488,2.002676
4489,1.988223
4490,1.975262
4491,1.963415
4492,1.951803
4493,1.939355
4494,1.925181
4495,1.90887
4496,1.890598
4497,1.871037
4498,1.85114
4499,1.831877
4500,1.813997
4501,1.797887
4502,1.783531
4503,1.770595
4504,1.758584
4505,1.747037
4506,1.735702
4507,1.724645
4508,1.71428
4509,1.705279
4510,1.698395
4511,1.694226
4512,1.69301
4513,1.694506
4514,1.698031
4515,1.702629
4516,1.707331
4517,1.711386
4518,1.714429
4519,1.716534
4520,1.718183
4521,1.720166
4522,1.723414
4523,1.728775
4524,1.7368
4525,1.747593
4526,1.76081
4527,1.775773
4528,1.791656
4529,1.807653
4530,1.823074
4531,1.837376
4532,1.85016
4533,1.86117
4534,1.870298
4535,1.877617
4536,1.88342
4537,1.888226
4538,1.89273
4539,1.89766
4540,1.903588
4541,1.910778
4542,1.919134
4543,1.928292
4544,1.937778
4545,1.947187
4546,1.956322
4547,1.965255
4548,1.974318
4549,1.98401
4550,1.994856
4551,2.007276
4552,2.021506
4553,2.037584
4554,2.055392
4555,2.074718
4556,2.095293
4557,2.116792
4558,2.138812
4559,2.160847
4560,2.182294
4561,2.202486
4562,2.220771
4563,2.236606
4564,2.249643
4565,2.259776
4566,2.267133
4567,2.27206
4568,2.275097
4569,2.276973
4570,2.278571
4571,2.280848
4572,2.284673
4573,2.290655
4574,2.299024
4575,2.309631
4576,2.322071
4577,2.335864
4578,2.350631
4579,2.366165
4580,2.382408
4581,2.399342
4582,2.416884
4583,2.434826
4584,2.452849
4585,2.470567
4586,2.487586
4587,2.503522
4588,2.517973
4589,2.530463
4590,2.540432
4591,2.54732
4592,2.550735
4593,2.550595
4594,2.547181
4595,2.541071
4596,2.533032
4597,2.523904
4598,2.514524
4599,2.505651
4600,2.497906
4601,2.491737
4602,2.48741
4603,2.485008
4604,2.484434
4605,2.485408
4606,2.487498
4607,2.490174
4608,2.492882
4609,2.495125
4610,2.496543
4611,2.496982
4612,2.496499
4613,2.495303
4614,2.493627
4615,2.491574
4616,2.488994
4617,2.485477
4618,2.480458
4619,2.473429
4620,2.46411
4621,2.452515
4622,2.438885
4623,2.423565
4624,2.4069
4625,2.38918
4626,2.370631
4627,2.351405
4628,2.331577
4629,2.311158
4630,2.290135
4631,2.268539
4632,2.246484
4633,2.224184
4634,2.20189
4635,2.179789
4636,2.157919
4637,2.136192
4638,2.114518
4639,2.092993
4640,2.072036
4641,2.052394
4642,2.034996
4643,2.020718
4644,2.010139
4645,2.003408
4646,2.000236
4647,1.999994
4648,2.001844
4649,2.004886
4650,2.008275
4651,2.011337
4652,2.013666
4653,2.015175
4654,2.016071
4655,2.016749
4656,2.017614
4657,2.01891
4658,2.020595
4659,2.022341
4660,2.023673
4661,2.024181
4662,2.023719
4663,2.022496
4664,2.021035
4665,2.020027
4666,2.020161
4667,2.021971
4668,2.025742
4669,2.031505
4670,2.039084
4671,2.048179
4672,2.058447
4673,2.069563
4674,2.081259
4675,2.093324
4676,2.105578
4677,2.117833
4678,2.129869
4679,2.141435
4680,2.152292
4681,2.162259
4682,2.171244
4683,2.179244
4684,2.186327
4685,2.192643
4686,2.198448
4687,2.204125
4688,2.210157
4689,2.217061
4690,2.225295
4691,2.23516
4692,2.246703
4693,2.259676
4694,2.273587
4695,2.287815
4696,2.301775
4697,2.315044
4698,2.327401
4699,2.338791
4700,2.34927
4701,2.358973
4702,2.368116
4703,2.376997
4704,2.385964
4705,2.395342
4706,2.405345
4707,2.416008
4708,2.42715
4709,2.438393
4710,2.449243
4711,2.4592
4712,2.467888
4713,2.475167
4714,2.48121
4715,2.48651
4716,2.491813
4717,2.497979
4718,2.505784
4719,2.515697
4720,2.527715
4721,2.541329
4722,2.55565
4723,2.569673
4724,2.582562
4725,2.593856
4726,2.603491
4727,2.611669
4728,2.618639
4729,2.624527
4730,2.629255
4731,2.632584
4732,2.634232
4733,2.633978
4734,2.631735
4735,2.627518
4736,2.621374
4737,2.613291
4738,2.603154
4739,2.590783
4740,2.576021
4741,2.558864
4742,2.539551
4743,2.518558
4744,2.496493
4745,2.473886
4746,2.450991
4747,2.427656
4748,2.403354
4749,2.377341
4750,2.34891
4751,2.317641
4752,2.283519
4753,2.24688
4754,2.208182
4755,2.167726
4756,2.125453
4757,2.08092
4758,2.033445
4759,1.982355
4760,1.927244
4761,1.868153
4762,1.805656
4763,1.740839
4764,1.675187
4765,1.610408
4766,1.548205
4767,1.49008
4768,1.437186
4769,1.390253
4770,1.349562
4771,1.314966
4772,1.285988
4773,1.261974
4774,1.242284
4775,1.226448
4776,1.214221
4777,1.205529
4778,1.200317
4779,1.198386
4780,1.199291
4781,1.202351
4782,1.206766
4783,1.211791
4784,1.216921
4785,1.22203
4786,1.227401
4787,1.233625
4788,1.241398
4789,1.251313
4790,1.263719
4791,1.278726
4792,1.296302
4793,1.316391
4794,1.338976
4795,1.364064
4796,1.39165
4797,1.421648
4798,1.453845
4799,1.487884
4800,1.523287
4801,1.559501
4802,1.595922
4803,1.63188
4804,1.66661
4805,1.699256
4806,1.728954
4807,1.754985
4808,1.776995
4809,1.795173
4810,1.8103
4811,1.823618
4812,1.836538
4813,1.850334
4814,1.865907
4815,1.883686
4816,1.903651
4817,1.925418
4818,1.948364
4819,1.97174
4820,1.994761
4821,2.016673
4822,2.03682
4823,2.054747
4824,2.070313
4825,2.083733
4826,2.095505
4827,2.106226
4828,2.116361
4829,2.126071
4830,2.135149
4831,2.14309
4832,2.149255
4833,2.153062
4834,2.15414
4835,2.152372
4836,2.147843
4837,2.140736
4838,2.131231
4839,2.119478
4840,2.105636
4841,2.089968
4842,2.072943
4843,2.055269
4844,2.037819
4845,2.021453
4846,2.006774
4847,1.993942
4848,1.982609
4849,1.972019
4850,1.961238
4851,1.949434
4852,1.936067
4853,1.920957
4854,1.904212
4855,1.886099
4856,1.86691
4857,1.846894
4858,1.82623
4859,1.805038
4860,1.783389
4861,1.761312
4862,1.738797
4863,1.715826
4864,1.692435
4865,1.668838
4866,1.645542
4867,1.623395
4868,1.603491
4869,1.586941
4870,1.574584
4871,1.566743
4872,1.563117
4873,1.562833
4874,1.564675
4875,1.567405
4876,1.570118
4877,1.572488
4878,1.574845
4879,1.578019
4880,1.583002
4881,1.590539
4882,1.600796
4883,1.613236
4884,1.626742
4885,1.639945
4886,1.651605
4887,1.660911
4888,1.667628
4889,1.672072
4890,1.674976
4891,1.677292
4892,1.679997
4893,1.683955
4894,1.689839
4895,1.698087
4896,1.708836
4897,1.721854
4898,1.736498
4899,1.751752
4900,1.766376
4901,1.779166
4902,1.789258
4903,1.796383
4904,1.800959
4905,1.80399
4906,1.806777
4907,1.810547
4908,1.816109
4909,1.823648
4910,1.832725
4911,1.842471
4912,1.851875
4913,1.860036
4914,1.866297
4915,1.870269
4916,1.871799
4917,1.870936
4918,1.867901
4919,1.863047
4920,1.856794
4921,1.849534
4922,1.841536
4923,1.832866
4924,1.823378
4925,1.8128
4926,1.80089
4927,1.787602
4928,1.773155
4929,1.757982
4930,1.742602
4931,1.727511
4932,1.713126
4933,1.699766
4934,1.687645
4935,1.676873
4936,1.667466
4937,1.659379
4938,1.65253
4939,1.646817
4940,1.642122
4941,1.638299
4942,1.635161
4943,1.632462
4944,1.62993
4945,1.627336
4946,1.624579
4947,1.621711
4948,1.618885
4949,1.616239
4950,1.613792
4951,1.61139
4952,1.608726
4953,1.605417
4954,1.601124
4955,1.595699
4956,1.589323
4957,1.582546
4958,1.576203
4959,1.571186
4960,1.568144
4961,1.567237
4962,1.56802
4963,1.569542
4964,1.570617
4965,1.570186
4966,1.567641
4967,1.562994
4968,1.556844
4969,1.550192
4970,1.544197
4971,1.539936
4972,1.53821
4973,1.539374
4974,1.543257
4975,1.549228
4976,1.556391
4977,1.563834
4978,1.570785
4979,1.576643
4980,1.580934
4981,1.583298
4982,1.583573
4983,1.581948
4984,1.579066
4985,1.575957
4986,1.573765
4987,1.573382
4988,1.575163
4989,1.578832
4990,1.58362
4991,1.588547
4992,1.592729
4993,1.595575
4994,1.596825
4995,1.596448
4996,1.59452
4997,1.591153
4998,1.586508
4999,1.58083
5000,1.574459
5001,1.567772
5002,1.561102
5003,1.554669
5004,1.548562
5005,1.542777
5006,1.537301
5007,1.532215
5008,1.527792
5009,1.52454
5010,1.523151
5011,1.524332
5012,1.52859
5013,1.536065
5014,1.5465
5015,1.559345
5016,1.573926
5017,1.589581
5018,1.605743
5019,1.621976
5020,1.638008
5021,1.653761
5022,1.669338
5023,1.68497
5024,1.700908
5025,1.717345
5026,1.734378
5027,1.752035
5028,1.770315
5029,1.789214
5030,1.80871
5031,1.828727
5032,1.849116
5033,1.869694
5034,1.890304
5035,1.910895
5036,1.931537
5037,1.952363
5038,1.973464
5039,1.994778
5040,2.016065
5041,2.036941
5042,2.056953
5043,2.075672
5044,2.092762
5045,2.108053
5046,2.121585
5047,2.133628
5048,2.144644
5049,2.155221
5050,2.166007
5051,2.17765
5052,2.190715
5053,2.205567
5054,2.222257
5055,2.24044
5056,2.259396
5057,2.27814
5058,2.295618
5059,2.310918
5060,2.323451
5061,2.333046
5062,2.339956
5063,2.344788
5064,2.348364
5065,2.351564
5066,2.355179
5067,2.359832
5068,2.365949
5069,2.37374
5070,2.383181
5071,2.393981
5072,2.4056
5073,2.417318
5074,2.428373
5075,2.438124
5076,2.446204
5077,2.452612
5078,2.457722
5079,2.462188
5080,2.466774
5081,2.472129
5082,2.478619
5083,2.486229
5084,2.494608
5085,2.503193
5086,2.511376
5087,2.51864
5088,2.524633
5089,2.529184
5090,2.532296
5091,2.53413
5092,2.534995
5093,2.535321
5094,2.535599
5095,2.53629
5096,2.537686
5097,2.539792
5098,2.542251
5099,2.54439
5100,2.545377
5101,2.544464
5102,2.541236
5103,2.535746
5104,2.5285
5105,2.520292
5106,2.511991
5107,2.50433
5108,2.497792
5109,2.492567
5110,2.488581
5111,2.485564
5112,2.483117
5113,2.480782
5114,2.478089
5115,2.474576
5116,2.469815
5117,2.463452
5118,2.455287
5119,2.445357
5120,2.433987
5121,2.421771
5122,2.409454
5123,2.397752
5124,2.387157
5125,2.377812
5126,2.369499
5127,2.361719
5128,2.353825
5129,2.345178
5130,2.335323
5131,2.324156
5132,2.31202
5133,2.299681
5134,2.288156
5135,2.278464
5136,2.271367
5137,2.267199
5138,2.265822
5139,2.266678
5140,2.268931
5141,2.271632
5142,2.273895
5143,2.275067
5144,2.274826
5145,2.273212
5146,2.270542
5147,2.267271
5148,2.263824
5149,2.260489
5150,2.257389
5151,2.254554
5152,2.252041
5153,2.250026
5154,2.248809
5155,2.248711
5156,2.249931
5157,2.252415
5158,2.255832
5159,2.259646
5160,2.263251
5161,2.266092
5162,2.26777
5163,2.268083
5164,2.267058
5165,2.26494
5166,2.262164
5167,2.259284
5168,2.256855
5169,2.255325
5170,2.254933
5171,2.255675
5172,2.257319
5173,2.259489
5174,2.261792
5175,2.263972
5176,2.26601
5177,2.268134
5178,2.270712
5179,2.274083
5180,2.278402
5181,2.283555
5182,2.289197
5183,2.294868
5184,2.300163
5185,2.304879
5186,2.309087
5187,2.31311
5188,2.317425
5189,2.322536
5190,2.328846
5191,2.336562
5192,2.345653
5193,2.355888
5194,2.366958
5195,2.378631
5196,2.390875
5197,2.403859
5198,2.417815
5199,2.432811
5200,2.448539
5201,2.464245
5202,2.478877
5203,2.491407
5204,2.501211
5205,2.508306
5206,2.513359
5207,2.517467
5208,2.521839
5209,2.527511
5210,2.535181
5211,2.545157
5212,2.557387
5213,2.5715
5214,2.586844
5215,2.60253
5216,2.617553
5217,2.630996
5218,2.642276
5219,2.651317
5220,2.658539
5221,2.664676
5222,2.670493
5223,2.676532
5224,2.682987
5225,2.689743
5226,2.69651
5227,2.70296
5228,2.708783
5229,2.713693
5230,2.717421
5231,2.719711
5232,2.720319
5233,2.719002
5234,2.715545
5235,2.709795
5236,2.701723
5237,2.691453
5238,2.679242
5239,2.665407
5240,2.650242
5241,2.633942
5242,2.616598
5243,2.598262
5244,2.579053
5245,2.559235
5246,2.539208
5247,2.519399
5248,2.500115
5249,2.481424
5250,2.463119
5251,2.444797
5252,2.426018
5253,2.406479
5254,2.38612
5255,2.365094
5256,2.343638
5257,2.321917
5258,2.299906
5259,2.277368
5260,2.253936
5261,2.229255
5262,2.203125
5263,2.175542
5264,2.146607
5265,2.11635
5266,2.084541
5267,2.050595
5268,2.013594
5269,1.972447
5270,1.926135
5271,1.873962
5272,1.815725
5273,1.751787
5274,1.683018
5275,1.610652
5276,1.536125
5277,1.460924
5278,1.386485
5279,1.314122
5280,1.244943
5281,1.179789
5282,1.119196
5283,1.063404
5284,1.012403
5285,0.966009
5286,0.923937
5287,0.885853
5288,0.851413
5289,0.820299
5290,0.79229
5291,0.767345
5292,0.745652
5293,0.72759
5294,0.7136
5295,0.703993
5296,0.698785
5297,0.697622
5298,0.699823
5299,0.704531
5300,0.710932
5301,0.718468
5302,0.726959
5303,0.736586
5304,0.747766
5305,0.760947
5306,0.776415
5307,0.79416
5308,0.813836
5309,0.834846
5310,0.856506
5311,0.878275
5312,0.899951
5313,0.921754
5314,0.944252
5315,0.968129
5316,0.993903
5317,1.021717
5318,1.051261
5319,1.081836
5320,1.11251
5321,1.142291
5322,1.170305
5323,1.195932
5324,1.218892
5325,1.239249
5326,1.25733
5327,1.27359
5328,1.288461
5329,1.302241
5330,1.315048
5331,1.326837
5332,1.337457
5333,1.346698
5334,1.354344
5335,1.360243
5336,1.364416
5337,1.36717
5338,1.369171
5339,1.371394
5340,1.374963
5341,1.380918
5342,1.389984
5343,1.402437
5344,1.418093
5345,1.436444
5346,1.456905
5347,1.479073
5348,1.502924
5349,1.528848
5350,1.55748
5351,1.58942
5352,1.62497
5353,1.664019
5354,1.706103
5355,1.750551
5356,1.796618
5357,1.84355
5358,1.890581
5359,1.936934
5360,1.981836
5361,2.024559
5362,2.064472
5363,2.101127
5364,2.134329
5365,2.164187
5366,2.191064
5367,2.215438
